type,date time,latitude,longitude,accuracy(m),altitude(m),geoid_height(m),speed(m/s),bearing(deg),sat_used,sat_inview,name,desc
T,2022-03-22 12:44:49,12.84175927,77.66047331,4,858.626,,1.310,197,32,47,,
T,2022-03-22 12:44:50,12.84174682,77.66046927,4,858.824,,1.000,197,34,47,,
T,2022-03-22 12:44:51,12.84173656,77.66046711,4,858.991,,0.780,197,35,47,,
T,2022-03-22 12:44:52,12.84172439,77.66046654,4,858.994,,1.260,180,34,47,,
T,2022-03-22 12:44:53,12.84171111,77.66046833,4,859.747,,1.160,165,35,47,,
T,2022-03-22 12:44:54,12.84169997,77.66047305,4,859.926,,1.130,149,36,47,,
T,2022-03-22 12:44:55,12.84169035,77.66048039,4,859.899,,1.190,133,35,47,,
T,2022-03-22 12:44:56,12.84168146,77.66048858,4,860.281,,1.160,134,35,47,,
T,2022-03-22 12:44:57,12.84167342,77.66049589,4,860.098,,0.920,136,35,47,,
T,2022-03-22 12:44:58,12.84166589,77.66050381,4,860.179,,1.220,125,32,47,,
T,2022-03-22 12:44:59,12.84165795,77.66051255,4,859.763,,1.170,131,31,47,,
T,2022-03-22 12:45:00,12.84165079,77.66052130,4,859.134,,1.070,125,31,47,,
T,2022-03-22 12:45:01,12.84164378,77.66052969,4,859.643,,1.080,132,31,47,,
T,2022-03-22 12:45:02,12.84163620,77.66053852,4,859.557,,1.190,132,31,47,,
T,2022-03-22 12:45:03,12.84162921,77.66054665,4,859.631,,1.000,132,31,47,,
T,2022-03-22 12:45:04,12.84162230,77.66055552,4,859.938,,1.200,132,32,47,,
T,2022-03-22 12:45:05,12.84161436,77.66056515,4,860.106,,1.350,131,31,47,,
T,2022-03-22 12:45:06,12.84160673,77.66057414,4,859.448,,1.020,133,31,47,,
T,2022-03-22 12:45:07,12.84159943,77.66058124,4,859.324,,0.930,133,32,47,,
T,2022-03-22 12:45:08,12.84159143,77.66058872,4,859.387,,1.100,133,33,47,,
T,2022-03-22 12:45:09,12.84158331,77.66059649,4,860.036,,0.980,135,33,47,,
T,2022-03-22 12:45:10,12.84157559,77.66060368,4,860.586,,1.010,135,33,47,,
T,2022-03-22 12:45:11,12.84156747,77.66061200,4,860.347,,1.290,131,33,47,,
T,2022-03-22 12:45:12,12.84156018,77.66061864,4,859.727,,0.880,132,33,47,,
T,2022-03-22 12:45:13,12.84155376,77.66062526,4,859.715,,1.130,127,32,47,,
T,2022-03-22 12:45:14,12.84154825,77.66063213,4,859.588,,0.990,127,32,47,,
T,2022-03-22 12:45:15,12.84154161,77.66063895,4,859.142,,1.110,134,33,47,,
T,2022-03-22 12:45:16,12.84153374,77.66064710,4,859.258,,1.270,131,33,47,,
T,2022-03-22 12:45:17,12.84152546,77.66065406,4,859.257,,1.100,136,33,47,,
T,2022-03-22 12:45:18,12.84151771,77.66066010,4,859.156,,0.990,136,33,47,,
T,2022-03-22 12:45:19,12.84151069,77.66066760,4,859.417,,1.140,130,35,47,,
T,2022-03-22 12:45:20,12.84150450,77.66067563,4,859.209,,0.960,135,35,47,,
T,2022-03-22 12:45:21,12.84149774,77.66068347,4,858.677,,1.250,124,35,47,,
T,2022-03-22 12:45:22,12.84149077,77.66069166,4,858.377,,1.080,126,35,47,,
T,2022-03-22 12:45:23,12.84148464,77.66070012,4,858.364,,1.070,122,35,47,,
T,2022-03-22 12:45:24,12.84147933,77.66070773,4,857.945,,0.890,129,35,47,,
T,2022-03-22 12:45:25,12.84147263,77.66071480,4,857.700,,1.150,129,35,47,,
T,2022-03-22 12:45:26,12.84146478,77.66072230,4,857.402,,1.120,128,37,47,,
T,2022-03-22 12:45:27,12.84145685,77.66073000,4,857.585,,1.200,132,37,47,,
T,2022-03-22 12:45:28,12.84144923,77.66073704,4,857.354,,0.950,128,37,47,,
T,2022-03-22 12:45:29,12.84144130,77.66074305,4,857.183,,1.080,128,36,47,,
T,2022-03-22 12:45:30,12.84143385,77.66074745,4,856.815,,0.720,147,38,47,,
T,2022-03-22 12:45:31,12.84142370,77.66075459,4,856.374,,1.740,147,38,47,,
T,2022-03-22 12:45:32,12.84141151,77.66076469,4,856.424,,1.600,137,36,47,,
T,2022-03-22 12:45:33,12.84140286,77.66077155,4,856.221,,0.850,137,35,47,,
T,2022-03-22 12:45:34,12.84139509,77.66077829,4,856.460,,1.320,128,37,47,,
T,2022-03-22 12:45:35,12.84138643,77.66078603,4,856.528,,1.120,133,37,47,,
T,2022-03-22 12:45:36,12.84137829,77.66079359,4,856.592,,1.180,130,37,47,,
T,2022-03-22 12:45:37,12.84137040,77.66080136,4,856.576,,1.110,135,38,47,,
T,2022-03-22 12:45:38,12.84136271,77.66080870,4,856.725,,1.180,136,38,47,,
T,2022-03-22 12:45:39,12.84135500,77.66081517,4,856.751,,1.000,140,38,47,,
T,2022-03-22 12:45:40,12.84134692,77.66082208,4,856.949,,1.240,141,38,47,,
T,2022-03-22 12:45:41,12.84133891,77.66082992,4,857.151,,1.060,137,38,47,,
T,2022-03-22 12:45:42,12.84133065,77.66083840,4,857.575,,1.270,134,36,47,,
T,2022-03-22 12:45:43,12.84132240,77.66084746,4,857.763,,1.190,137,37,47,,
T,2022-03-22 12:45:44,12.84131378,77.66085644,4,858.023,,1.250,137,37,47,,
T,2022-03-22 12:45:45,12.84130481,77.66086502,4,858.125,,1.260,143,37,47,,
T,2022-03-22 12:45:46,12.84129597,77.66087443,4,858.250,,1.370,137,37,47,,
T,2022-03-22 12:45:47,12.84128675,77.66088310,4,858.165,,1.280,138,37,47,,
T,2022-03-22 12:45:48,12.84127878,77.66089156,4,858.109,,1.120,133,37,47,,
T,2022-03-22 12:45:49,12.84127137,77.66090050,4,858.761,,1.210,132,37,47,,
T,2022-03-22 12:45:50,12.84126462,77.66091001,4,858.925,,1.170,125,38,47,,
T,2022-03-22 12:45:51,12.84125815,77.66092032,4,858.773,,1.310,125,38,47,,
T,2022-03-22 12:45:52,12.84125130,77.66092999,4,858.780,,1.160,127,37,47,,
T,2022-03-22 12:45:53,12.84124397,77.66093811,4,858.464,,1.190,134,37,47,,
T,2022-03-22 12:45:54,12.84123606,77.66094638,4,858.440,,1.260,136,37,47,,
T,2022-03-22 12:45:55,12.84122817,77.66095448,4,858.519,,1.170,135,36,47,,
T,2022-03-22 12:45:56,12.84122132,77.66096296,4,858.840,,1.200,133,35,47,,
T,2022-03-22 12:45:57,12.84121531,77.66097149,4,859.023,,1.090,131,34,46,,
T,2022-03-22 12:45:58,12.84120918,77.66098097,4,859.399,,1.280,129,34,46,,
T,2022-03-22 12:45:59,12.84120260,77.66099014,4,859.448,,1.190,134,35,46,,
T,2022-03-22 12:46:00,12.84119561,77.66099819,4,859.700,,1.120,135,35,46,,
T,2022-03-22 12:46:01,12.84118897,77.66100468,4,859.892,,0.940,142,35,46,,
T,2022-03-22 12:46:02,12.84118177,77.66101156,4,860.191,,1.300,140,35,46,,
T,2022-03-22 12:46:03,12.84117390,77.66101844,4,860.227,,1.100,143,35,46,,
T,2022-03-22 12:46:04,12.84116685,77.66102589,4,860.776,,1.200,136,34,46,,
T,2022-03-22 12:46:05,12.84115897,77.66103284,4,860.795,,1.140,145,34,46,,
T,2022-03-22 12:46:06,12.84115113,77.66104023,4,861.402,,1.220,145,35,46,,
T,2022-03-22 12:46:07,12.84114315,77.66104744,4,861.401,,1.110,142,34,46,,
T,2022-03-22 12:46:08,12.84113512,77.66105310,4,861.276,,1.000,141,34,46,,
T,2022-03-22 12:46:09,12.84112658,77.66105864,4,861.462,,1.080,145,34,46,,
T,2022-03-22 12:46:10,12.84111765,77.66106480,4,861.160,,1.170,142,34,46,,
T,2022-03-22 12:46:11,12.84110949,77.66107155,4,861.252,,1.060,138,35,46,,
T,2022-03-22 12:46:12,12.84110131,77.66107933,4,861.233,,1.280,136,35,46,,
T,2022-03-22 12:46:13,12.84109183,77.66108543,4,860.672,,1.020,138,35,46,,
T,2022-03-22 12:46:14,12.84108316,77.66109043,4,860.395,,0.950,138,35,46,,
T,2022-03-22 12:46:15,12.84107542,77.66109507,4,860.081,,0.830,138,34,46,,
T,2022-03-22 12:46:16,12.84106797,77.66109985,4,859.661,,0.940,141,34,46,,
T,2022-03-22 12:46:17,12.84106152,77.66110435,4,859.479,,0.710,142,34,46,,
T,2022-03-22 12:46:18,12.84105320,77.66110882,4,859.115,,1.220,142,33,46,,
T,2022-03-22 12:46:19,12.84104462,77.66111381,4,859.021,,0.940,142,33,46,,
T,2022-03-22 12:46:20,12.84103734,77.66111733,4,858.986,,0.840,142,33,46,,
T,2022-03-22 12:46:21,12.84102771,77.66112227,4,859.393,,1.260,149,33,46,,
T,2022-03-22 12:46:22,12.84101707,77.66112713,4,859.297,,1.120,150,33,46,,
T,2022-03-22 12:46:23,12.84100709,77.66113073,4,859.073,,1.060,155,33,46,,
T,2022-03-22 12:46:24,12.84099804,77.66113524,4,859.299,,1.140,147,33,46,,
T,2022-03-22 12:46:25,12.84099270,77.66113950,4,858.868,,0.700,150,33,46,,
T,2022-03-22 12:46:26,12.84099020,77.66114396,4,858.951,,0.660,150,32,46,,
T,2022-03-22 12:46:27,12.84098552,77.66115034,4,858.850,,1.280,150,32,46,,
T,2022-03-22 12:46:28,12.84097749,77.66115781,4,859.219,,1.190,145,32,46,,
T,2022-03-22 12:46:29,12.84097064,77.66116221,4,859.413,,0.760,145,32,46,,
T,2022-03-22 12:46:30,12.84096429,77.66116548,4,859.063,,0.820,145,32,46,,
T,2022-03-22 12:46:31,12.84095687,77.66117002,4,859.406,,0.990,141,32,46,,
T,2022-03-22 12:46:32,12.84094948,77.66117605,4,859.522,,0.840,141,32,46,,
T,2022-03-22 12:46:33,12.84094282,77.66118223,4,859.147,,0.910,141,32,47,,
T,2022-03-22 12:46:34,12.84093613,77.66118983,4,859.415,,0.990,131,34,47,,
T,2022-03-22 12:46:35,12.84092886,77.66119753,4,858.991,,1.000,131,34,47,,
T,2022-03-22 12:46:36,12.84092203,77.66120421,4,859.290,,0.830,152,34,47,,
T,2022-03-22 12:46:37,12.84091471,77.66120947,4,858.970,,0.890,152,34,47,,
T,2022-03-22 12:46:38,12.84090637,77.66121497,4,858.970,,0.980,152,34,47,,
T,2022-03-22 12:46:39,12.84089903,77.66121945,4,858.275,,0.630,152,34,47,,
T,2022-03-22 12:46:40,12.84089302,77.66122221,4,857.547,,0.500,152,32,47,,
T,2022-03-22 12:46:41,12.84088513,77.66122479,4,857.193,,0.920,153,31,47,,
T,2022-03-22 12:46:42,12.84087716,77.66122770,4,857.140,,0.650,152,31,47,,
T,2022-03-22 12:46:43,12.84087189,77.66123168,4,856.998,,0.440,152,32,47,,
T,2022-03-22 12:46:44,12.84086744,77.66123862,4,856.877,,0.800,152,32,47,,
T,2022-03-22 12:46:45,12.84086101,77.66124997,4,856.834,,1.290,126,32,47,,
T,2022-03-22 12:46:46,12.84085447,77.66126075,4,857.089,,0.930,126,32,47,,
T,2022-03-22 12:46:47,12.84084572,77.66127075,4,857.262,,1.420,139,32,47,,
T,2022-03-22 12:46:48,12.84083494,77.66127841,4,857.443,,0.960,146,32,47,,
T,2022-03-22 12:46:49,12.84082456,77.66128318,4,857.579,,0.950,139,32,47,,
T,2022-03-22 12:46:50,12.84081385,77.66128802,4,857.360,,0.980,143,33,46,,
T,2022-03-22 12:46:51,12.84080373,77.66129263,4,857.695,,0.830,143,34,46,,
T,2022-03-22 12:46:52,12.84079345,77.66129780,4,858.712,,1.080,146,35,47,,
T,2022-03-22 12:46:53,12.84078423,77.66130188,4,858.382,,0.680,146,35,47,,
T,2022-03-22 12:46:54,12.84077461,77.66130733,4,858.459,,1.330,146,34,47,,
T,2022-03-22 12:46:55,12.84076596,77.66131227,4,858.650,,0.670,146,34,47,,
T,2022-03-22 12:46:56,12.84076047,77.66131465,4,858.837,,0.690,147,35,47,,
T,2022-03-22 12:46:57,12.84075229,77.66131694,4,859.023,,0.960,147,35,47,,
T,2022-03-22 12:46:58,12.84074354,77.66131961,4,859.143,,0.810,147,36,47,,
T,2022-03-22 12:46:59,12.84073650,77.66132178,4,860.050,,0.540,146,36,47,,
T,2022-03-22 12:47:00,12.84072857,77.66132397,4,859.682,,0.790,146,35,47,,
T,2022-03-22 12:47:01,12.84071882,77.66132746,4,859.333,,0.940,161,35,47,,
T,2022-03-22 12:47:02,12.84070830,77.66133108,4,859.361,,0.920,162,34,47,,
T,2022-03-22 12:47:03,12.84069830,77.66133431,4,858.870,,0.920,162,33,47,,
T,2022-03-22 12:47:04,12.84068856,77.66133800,4,858.677,,0.930,162,34,47,,
T,2022-03-22 12:47:05,12.84067887,77.66134253,4,858.415,,0.980,153,34,47,,
T,2022-03-22 12:47:06,12.84067250,77.66134623,4,857.797,,0.410,153,33,47,,
T,2022-03-22 12:47:07,12.84066724,77.66134971,4,857.570,,0.500,153,33,47,,
T,2022-03-22 12:47:08,12.84066254,77.66135267,4,857.406,,0.280,153,33,47,,
T,2022-03-22 12:47:09,12.84065790,77.66135575,4,856.657,,0.450,153,33,47,,
T,2022-03-22 12:47:10,12.84065197,77.66135766,4,856.109,,0.570,153,33,47,,
T,2022-03-22 12:47:11,12.84064434,77.66136014,4,855.886,,0.720,153,33,47,,
T,2022-03-22 12:47:12,12.84063507,77.66136236,4,855.897,,0.860,153,33,47,,
T,2022-03-22 12:47:13,12.84062546,77.66136417,4,856.449,,0.820,153,34,47,,
T,2022-03-22 12:47:14,12.84061579,77.66136638,4,856.372,,0.740,153,34,47,,
T,2022-03-22 12:47:15,12.84060534,77.66137034,4,855.960,,0.990,153,35,47,,
T,2022-03-22 12:47:16,12.84059513,77.66137517,4,854.960,,0.860,151,35,47,,
T,2022-03-22 12:47:17,12.84058655,77.66137930,4,854.465,,0.640,151,35,47,,
T,2022-03-22 12:47:18,12.84057781,77.66138342,4,854.546,,0.590,152,35,47,,
T,2022-03-22 12:47:19,12.84057032,77.66138743,4,854.646,,0.530,152,33,47,,
T,2022-03-22 12:47:20,12.84056190,77.66139173,4,855.081,,0.820,152,35,47,,
T,2022-03-22 12:47:21,12.84055212,77.66139620,4,854.774,,0.940,152,37,47,,
T,2022-03-22 12:47:22,12.84054151,77.66139924,4,855.417,,0.700,153,37,47,,
T,2022-03-22 12:47:23,12.84053091,77.66140181,4,855.326,,0.900,152,37,47,,
T,2022-03-22 12:47:24,12.84051663,77.66140408,4,855.312,,1.570,176,37,47,,
T,2022-03-22 12:47:25,12.84050418,77.66140544,4,854.887,,0.760,176,37,47,,
T,2022-03-22 12:47:26,12.84049650,77.66140742,4,854.701,,0.640,176,34,47,,
T,2022-03-22 12:47:27,12.84049249,77.66141142,4,854.510,,0.000,,33,47,,
T,2022-03-22 12:47:28,12.84048759,77.66141330,4,854.649,,0.570,176,33,47,,
T,2022-03-22 12:47:29,12.84048295,77.66141540,4,854.657,,0.340,176,31,47,,
T,2022-03-22 12:47:30,12.84047699,77.66141806,4,854.321,,0.870,160,36,47,,
T,2022-03-22 12:47:31,12.84046904,77.66142267,4,854.803,,0.870,160,37,47,,
T,2022-03-22 12:47:32,12.84046277,77.66142804,4,854.055,,0.560,160,37,47,,
T,2022-03-22 12:47:33,12.84045620,77.66143372,4,853.873,,0.850,160,36,47,,
T,2022-03-22 12:47:34,12.84044767,77.66144010,4,853.454,,0.930,160,37,47,,
T,2022-03-22 12:47:35,12.84043807,77.66144447,4,853.153,,0.990,167,37,47,,
T,2022-03-22 12:47:36,12.84042716,77.66144851,4,853.306,,1.180,165,36,47,,
T,2022-03-22 12:47:37,12.84041628,77.66145182,4,853.277,,0.960,167,36,47,,
T,2022-03-22 12:47:38,12.84040618,77.66145307,4,853.902,,1.000,167,35,47,,
T,2022-03-22 12:47:39,12.84039734,77.66145443,4,853.373,,0.820,150,35,47,,
T,2022-03-22 12:47:40,12.84038731,77.66145544,4,854.249,,0.820,151,34,47,,
T,2022-03-22 12:47:41,12.84037512,77.66145785,4,853.480,,1.140,167,36,47,,
T,2022-03-22 12:47:42,12.84036279,77.66146120,4,853.691,,1.060,167,36,47,,
T,2022-03-22 12:47:43,12.84035158,77.66146394,4,853.282,,0.930,167,37,47,,
T,2022-03-22 12:47:45,12.84032899,77.66147093,4,853.888,,0.970,171,37,47,,
T,2022-03-22 12:47:46,12.84031900,77.66147433,4,853.607,,0.870,170,37,47,,
T,2022-03-22 12:47:47,12.84031102,77.66147718,4,853.046,,0.620,170,36,47,,
T,2022-03-22 12:47:48,12.84030332,77.66148070,4,853.088,,0.870,170,37,47,,
T,2022-03-22 12:47:49,12.84029093,77.66148404,4,854.035,,1.560,180,37,47,,
T,2022-03-22 12:47:50,12.84027932,77.66148713,4,853.769,,0.860,179,37,47,,
T,2022-03-22 12:47:51,12.84027044,77.66149024,4,853.935,,0.950,179,37,47,,
T,2022-03-22 12:47:52,12.84026175,77.66149364,4,853.857,,0.920,173,36,47,,
T,2022-03-22 12:47:53,12.84025330,77.66149709,4,853.883,,0.870,173,36,47,,
T,2022-03-22 12:47:54,12.84024478,77.66149843,4,853.530,,0.820,173,35,47,,
T,2022-03-22 12:47:55,12.84023632,77.66149874,4,852.948,,0.870,180,35,47,,
T,2022-03-22 12:47:56,12.84022586,77.66149926,4,853.434,,1.150,179,34,47,,
T,2022-03-22 12:47:57,12.84021472,77.66150093,4,852.931,,1.100,171,33,47,,
T,2022-03-22 12:47:58,12.84020473,77.66150326,4,852.839,,0.930,171,33,47,,
T,2022-03-22 12:47:59,12.84019550,77.66150450,4,853.031,,0.910,171,32,47,,
T,2022-03-22 12:48:00,12.84018444,77.66150551,4,853.168,,1.250,171,32,47,,
T,2022-03-22 12:48:01,12.84017311,77.66150706,4,853.184,,0.960,172,32,47,,
T,2022-03-22 12:48:02,12.84016349,77.66150910,4,853.382,,0.910,171,32,47,,
T,2022-03-22 12:48:03,12.84015552,77.66150993,4,853.504,,0.670,171,32,47,,
T,2022-03-22 12:48:04,12.84014722,77.66151112,4,853.525,,0.890,159,32,47,,
T,2022-03-22 12:48:05,12.84013866,77.66151262,4,853.522,,0.790,159,31,47,,
T,2022-03-22 12:48:06,12.84012831,77.66151459,4,853.569,,1.100,159,31,47,,
T,2022-03-22 12:48:07,12.84011644,77.66151572,4,854.256,,1.190,181,30,47,,
T,2022-03-22 12:48:08,12.84010586,77.66151586,4,854.400,,0.880,181,30,47,,
T,2022-03-22 12:48:09,12.84009512,77.66151453,4,854.527,,1.150,181,30,47,,
T,2022-03-22 12:48:10,12.84008292,77.66151422,4,854.817,,1.110,175,29,47,,
T,2022-03-22 12:48:11,12.84007047,77.66151593,4,854.634,,1.180,171,29,47,,
T,2022-03-22 12:48:12,12.84005933,77.66151781,4,855.853,,0.550,175,29,47,,
T,2022-03-22 12:48:13,12.84005232,77.66152352,4,855.779,,0.970,175,33,47,,
T,2022-03-22 12:48:14,12.84004930,77.66153459,4,855.530,,1.360,175,34,47,,
T,2022-03-22 12:48:15,12.84004992,77.66154752,4,855.679,,1.190,174,34,47,,
T,2022-03-22 12:48:16,12.84005090,77.66155971,4,855.401,,1.140,174,34,47,,
T,2022-03-22 12:48:17,12.84005126,77.66157144,4,855.674,,1.150,89,34,47,,
T,2022-03-22 12:48:18,12.84005142,77.66158073,4,855.282,,0.760,89,34,47,,
T,2022-03-22 12:48:19,12.84005268,77.66159090,4,854.552,,1.300,80,32,47,,
T,2022-03-22 12:48:20,12.84005277,77.66159985,4,855.362,,0.650,81,32,47,,
T,2022-03-22 12:48:21,12.84005246,77.66160565,4,855.795,,0.430,81,33,47,,
T,2022-03-22 12:48:22,12.84005099,77.66161298,4,856.598,,0.720,82,33,47,,
T,2022-03-22 12:48:23,12.84005020,77.66162118,4,856.021,,0.530,82,35,47,,
T,2022-03-22 12:48:24,12.84004960,77.66163136,4,856.780,,0.910,82,36,47,,
T,2022-03-22 12:48:25,12.84004942,77.66164350,4,857.845,,0.770,82,36,47,,
T,2022-03-22 12:48:26,12.84004919,77.66165506,4,858.233,,0.900,94,37,47,,
T,2022-03-22 12:48:27,12.84004819,77.66166541,4,858.282,,0.790,94,36,47,,
T,2022-03-22 12:48:28,12.84004761,77.66167803,4,858.032,,1.210,91,36,47,,
T,2022-03-22 12:48:29,12.84004796,77.66169176,4,856.968,,0.970,90,36,47,,
T,2022-03-22 12:48:30,12.84004829,77.66170319,4,856.620,,0.970,91,36,47,,
T,2022-03-22 12:48:31,12.84004868,77.66171413,4,856.859,,0.970,90,36,47,,
T,2022-03-22 12:48:32,12.84004738,77.66172468,4,856.432,,0.990,91,34,47,,
T,2022-03-22 12:48:33,12.84004558,77.66173426,4,856.217,,0.860,91,34,47,,
T,2022-03-22 12:48:34,12.84004545,77.66174318,4,856.306,,0.850,91,34,47,,
T,2022-03-22 12:48:35,12.84004632,77.66174718,4,856.062,,0.000,,33,47,,
T,2022-03-22 12:48:36,12.84004759,77.66175386,4,856.351,,0.930,91,32,47,,
T,2022-03-22 12:48:37,12.84004932,77.66176469,4,855.987,,0.860,92,31,47,,
T,2022-03-22 12:48:38,12.84005097,77.66177532,4,855.432,,1.150,91,31,47,,
T,2022-03-22 12:48:39,12.84005244,77.66178579,4,854.958,,0.930,91,31,47,,
T,2022-03-22 12:48:40,12.84005349,77.66179651,4,855.310,,1.120,91,31,47,,
T,2022-03-22 12:48:41,12.84005371,77.66180666,4,855.394,,0.900,91,31,47,,
T,2022-03-22 12:48:42,12.84005408,77.66181719,4,855.533,,1.170,91,32,47,,
T,2022-03-22 12:48:43,12.84005551,77.66182752,4,856.072,,0.890,80,32,47,,
T,2022-03-22 12:48:44,12.84005739,77.66183721,4,856.310,,0.820,80,33,47,,
T,2022-03-22 12:48:45,12.84005952,77.66184796,4,856.089,,1.160,80,35,47,,
T,2022-03-22 12:48:46,12.84006171,77.66185847,4,856.097,,0.910,80,35,47,,
T,2022-03-22 12:48:47,12.84006317,77.66186935,4,856.266,,1.160,91,36,47,,
T,2022-03-22 12:48:48,12.84006483,77.66187994,4,856.346,,0.970,91,36,47,,
T,2022-03-22 12:48:49,12.84006755,77.66188847,4,856.274,,0.790,91,36,47,,
T,2022-03-22 12:48:50,12.84007063,77.66189659,4,856.756,,0.940,78,36,47,,
T,2022-03-22 12:48:51,12.84007403,77.66190716,4,857.394,,1.330,81,34,47,,
T,2022-03-22 12:48:52,12.84007706,77.66191697,4,857.181,,0.880,78,32,47,,
T,2022-03-22 12:48:53,12.84007929,77.66192492,4,857.196,,0.890,78,33,47,,
T,2022-03-22 12:48:54,12.84008002,77.66193480,4,858.208,,0.870,79,33,47,,
T,2022-03-22 12:48:55,12.84008027,77.66194507,4,857.729,,0.940,79,34,47,,
T,2022-03-22 12:48:56,12.84008116,77.66195575,4,857.839,,0.990,79,34,47,,
T,2022-03-22 12:48:57,12.84008215,77.66196650,4,857.828,,0.990,79,34,47,,
T,2022-03-22 12:48:58,12.84008388,77.66197612,4,857.579,,0.840,73,34,47,,
T,2022-03-22 12:48:59,12.84008603,77.66198593,4,858.346,,0.950,73,34,47,,
T,2022-03-22 12:49:00,12.84008710,77.66199418,4,858.303,,0.530,74,34,47,,
T,2022-03-22 12:49:01,12.84008637,77.66200155,4,858.107,,0.830,74,34,47,,
T,2022-03-22 12:49:02,12.84008453,77.66201379,4,858.357,,1.430,93,33,47,,
T,2022-03-22 12:49:03,12.84008366,77.66202658,4,857.861,,1.110,92,31,47,,
T,2022-03-22 12:49:04,12.84008551,77.66203688,4,857.148,,1.130,92,31,47,,
T,2022-03-22 12:49:05,12.84008904,77.66204821,4,857.371,,1.360,75,30,47,,
T,2022-03-22 12:49:06,12.84009305,77.66205924,4,857.250,,1.200,77,30,47,,
T,2022-03-22 12:49:07,12.84009693,77.66207039,4,855.879,,1.420,77,31,47,,
T,2022-03-22 12:49:08,12.84009910,77.66208053,4,856.841,,0.930,86,31,47,,
T,2022-03-22 12:49:09,12.84009961,77.66208837,4,856.396,,0.890,101,31,47,,
T,2022-03-22 12:49:10,12.84009979,77.66209794,4,856.283,,1.290,93,31,47,,
T,2022-03-22 12:49:11,12.84010030,77.66210619,4,856.274,,0.850,100,32,47,,
