type,date time,latitude,longitude,accuracy(m),altitude(m),geoid_height(m),speed(m/s),bearing(deg),sat_used,sat_inview,name,desc
T,2022-03-22 12:49:12,12.84010382,77.66211613,4,857.080,,1.440,75,32,46,,
T,2022-03-22 12:49:13,12.84010755,77.66212494,4,856.947,,0.790,69,31,47,,
T,2022-03-22 12:49:14,12.84010996,77.66213273,4,856.877,,0.940,70,31,47,,
T,2022-03-22 12:49:15,12.84011168,77.66214122,4,857.172,,0.890,95,31,47,,
T,2022-03-22 12:49:16,12.84011303,77.66215170,4,857.087,,1.210,85,31,47,,
T,2022-03-22 12:49:17,12.84011337,77.66216184,4,856.768,,0.910,94,31,47,,
T,2022-03-22 12:49:18,12.84011508,77.66217246,4,856.545,,1.130,94,31,47,,
T,2022-03-22 12:49:19,12.84011690,77.66218218,4,856.067,,0.850,76,33,47,,
T,2022-03-22 12:49:20,12.84011869,77.66219067,4,856.141,,0.970,76,31,47,,
T,2022-03-22 12:49:21,12.84012055,77.66220131,4,855.486,,1.210,81,32,47,,
T,2022-03-22 12:49:22,12.84012135,77.66221265,4,855.615,,1.090,98,32,47,,
T,2022-03-22 12:49:23,12.84012134,77.66222285,4,855.481,,0.990,98,32,47,,
T,2022-03-22 12:49:24,12.84012183,77.66223237,4,855.503,,1.020,98,32,47,,
T,2022-03-22 12:49:25,12.84012319,77.66224238,4,855.437,,0.990,80,32,47,,
T,2022-03-22 12:49:26,12.84012562,77.66225189,4,855.266,,0.990,80,32,47,,
T,2022-03-22 12:49:27,12.84012918,77.66226315,4,855.610,,1.260,80,31,47,,
T,2022-03-22 12:49:28,12.84013254,77.66227592,4,855.716,,1.330,80,31,47,,
T,2022-03-22 12:49:29,12.84013556,77.66228805,4,855.649,,1.120,73,31,47,,
T,2022-03-22 12:49:30,12.84013697,77.66229646,4,855.101,,0.590,74,31,47,,
T,2022-03-22 12:49:31,12.84013750,77.66230442,4,854.867,,0.820,74,31,47,,
T,2022-03-22 12:49:32,12.84013742,77.66231554,4,854.784,,1.130,90,32,47,,
T,2022-03-22 12:49:33,12.84013853,77.66232552,4,855.113,,0.660,90,33,47,,
T,2022-03-22 12:49:34,12.84014082,77.66233462,4,854.666,,0.910,90,33,47,,
T,2022-03-22 12:49:35,12.84014237,77.66234564,4,854.538,,0.980,90,32,47,,
T,2022-03-22 12:49:36,12.84014354,77.66235729,4,854.095,,1.130,90,33,47,,
T,2022-03-22 12:49:37,12.84014428,77.66236697,4,853.993,,0.730,79,32,47,,
T,2022-03-22 12:49:38,12.84014581,77.66237520,4,853.986,,0.810,79,32,47,,
T,2022-03-22 12:49:39,12.84014820,77.66238432,4,853.949,,0.930,79,31,47,,
T,2022-03-22 12:49:40,12.84015021,77.66239345,4,854.013,,0.840,79,32,47,,
T,2022-03-22 12:49:41,12.84015147,77.66240442,4,854.828,,1.230,82,32,47,,
T,2022-03-22 12:49:42,12.84015143,77.66241545,4,854.610,,1.010,89,32,47,,
T,2022-03-22 12:49:43,12.84015080,77.66242595,4,854.728,,1.140,92,32,47,,
T,2022-03-22 12:49:44,12.84015061,77.66243534,4,854.631,,0.890,86,32,47,,
T,2022-03-22 12:49:45,12.84015089,77.66244309,4,854.305,,0.850,86,32,47,,
T,2022-03-22 12:49:46,12.84015097,77.66244931,4,854.027,,0.560,86,30,47,,
T,2022-03-22 12:49:47,12.84015176,77.66245623,4,853.584,,0.890,86,30,47,,
T,2022-03-22 12:49:48,12.84015392,77.66246550,4,853.176,,0.960,86,30,47,,
T,2022-03-22 12:49:49,12.84015592,77.66247540,4,853.509,,0.970,92,30,47,,
T,2022-03-22 12:49:50,12.84015912,77.66248775,4,853.582,,1.490,81,32,47,,
T,2022-03-22 12:49:51,12.84016261,77.66249932,4,853.916,,0.980,81,33,47,,
T,2022-03-22 12:49:52,12.84016667,77.66250831,4,854.216,,0.990,81,33,47,,
T,2022-03-22 12:49:53,12.84017060,77.66251643,4,853.980,,0.850,79,32,47,,
T,2022-03-22 12:49:54,12.84017536,77.66252440,4,854.247,,0.900,81,33,47,,
T,2022-03-22 12:49:55,12.84017994,77.66253099,4,854.414,,0.550,81,33,47,,
T,2022-03-22 12:49:56,12.84018704,77.66253315,4,854.935,,0.000,,34,47,,
T,2022-03-22 12:49:57,12.84019241,77.66254393,4,855.693,,1.690,75,34,47,,
T,2022-03-22 12:49:58,12.84019591,77.66255800,4,855.532,,1.130,76,34,47,,
T,2022-03-22 12:49:59,12.84019875,77.66257310,4,855.841,,1.840,81,34,47,,
T,2022-03-22 12:50:00,12.84020211,77.66258630,4,855.648,,1.050,78,33,47,,
T,2022-03-22 12:50:01,12.84020557,77.66259484,4,855.050,,0.830,78,33,47,,
T,2022-03-22 12:50:02,12.84021034,77.66260366,4,855.012,,1.200,63,34,47,,
T,2022-03-22 12:50:03,12.84021472,77.66261032,4,855.403,,0.520,78,33,47,,
T,2022-03-22 12:50:04,12.84021941,77.66261871,4,855.935,,1.300,68,33,47,,
T,2022-03-22 12:50:05,12.84022332,77.66262852,4,856.327,,0.910,81,33,47,,
T,2022-03-22 12:50:06,12.84022581,77.66263704,4,856.493,,0.890,81,32,47,,
T,2022-03-22 12:50:07,12.84022836,77.66264549,4,856.298,,0.900,81,31,47,,
T,2022-03-22 12:50:08,12.84023038,77.66265473,4,856.357,,0.980,86,32,47,,
T,2022-03-22 12:50:09,12.84023192,77.66265771,4,856.647,,0.000,,32,47,,
T,2022-03-22 12:50:10,12.84023521,77.66266975,4,856.861,,2.020,79,31,47,,
T,2022-03-22 12:50:11,12.84023949,77.66268543,4,857.047,,1.450,79,31,47,,
T,2022-03-22 12:50:12,12.84024307,77.66269532,4,857.818,,0.840,79,31,47,,
T,2022-03-22 12:50:13,12.84024652,77.66270192,4,858.195,,0.790,79,31,47,,
T,2022-03-22 12:50:14,12.84025053,77.66270156,4,858.898,,0.000,,31,47,,
T,2022-03-22 12:50:15,12.84025482,77.66270934,4,858.744,,1.530,73,31,47,,
T,2022-03-22 12:50:16,12.84025908,77.66272010,4,859.012,,1.000,79,31,47,,
T,2022-03-22 12:50:17,12.84026101,77.66272921,4,859.118,,0.900,79,31,47,,
T,2022-03-22 12:50:18,12.84026241,77.66273796,4,859.377,,0.900,79,31,47,,
T,2022-03-22 12:50:19,12.84026384,77.66274858,4,859.330,,0.980,79,31,47,,
T,2022-03-22 12:50:20,12.84026659,77.66276173,4,859.333,,1.450,79,31,47,,
T,2022-03-22 12:50:21,12.84026904,77.66277353,4,857.926,,0.990,82,32,47,,
T,2022-03-22 12:50:22,12.84027124,77.66278192,4,858.142,,0.850,79,32,47,,
T,2022-03-22 12:50:23,12.84027644,77.66278814,4,858.695,,0.000,,32,47,,
T,2022-03-22 12:50:24,12.84027864,77.66279568,4,858.388,,0.550,79,35,47,,
T,2022-03-22 12:50:25,12.84027882,77.66280481,4,858.705,,0.000,,35,47,,
T,2022-03-22 12:50:26,12.84027826,77.66280977,4,859.141,,0.000,,37,47,,
T,2022-03-22 12:50:27,12.84027866,77.66281366,4,859.201,,0.000,,37,47,,
T,2022-03-22 12:50:28,12.84028146,77.66282039,4,859.468,,0.680,79,37,47,,
T,2022-03-22 12:50:29,12.84028345,77.66282931,4,859.616,,0.000,,38,47,,
T,2022-03-22 12:50:30,12.84028410,77.66283495,4,859.960,,0.000,,38,47,,
T,2022-03-22 12:50:31,12.84028580,77.66284338,4,859.729,,0.920,76,38,47,,
T,2022-03-22 12:50:32,12.84028773,77.66285301,4,860.126,,0.770,77,38,47,,
T,2022-03-22 12:50:33,12.84028707,77.66286469,4,860.236,,0.000,,38,47,,
T,2022-03-22 12:50:34,12.84028911,77.66287460,4,859.970,,0.700,61,38,47,,
T,2022-03-22 12:50:35,12.84029227,77.66288627,4,859.566,,0.760,61,38,47,,
T,2022-03-22 12:50:36,12.84029557,77.66289625,4,859.166,,0.590,61,38,47,,
T,2022-03-22 12:50:37,12.84030104,77.66290921,4,858.725,,1.470,61,38,47,,
T,2022-03-22 12:50:38,12.84030661,77.66292463,4,858.883,,1.180,61,38,47,,
T,2022-03-22 12:50:39,12.84031057,77.66293917,4,858.438,,1.160,61,38,47,,
T,2022-03-22 12:50:40,12.84031421,77.66295314,4,858.573,,0.980,61,37,47,,
T,2022-03-22 12:50:41,12.84031839,77.66296701,4,858.247,,1.170,61,36,47,,
T,2022-03-22 12:50:42,12.84032323,77.66297982,4,857.870,,0.930,61,36,47,,
T,2022-03-22 12:50:43,12.84032653,77.66299141,4,857.598,,0.680,61,36,47,,
T,2022-03-22 12:50:44,12.84032955,77.66300126,4,857.118,,0.720,61,36,47,,
T,2022-03-22 12:50:45,12.84033227,77.66301147,4,857.350,,0.780,61,35,47,,
T,2022-03-22 12:50:46,12.84033569,77.66302191,4,858.805,,0.800,59,35,47,,
T,2022-03-22 12:50:47,12.84033944,77.66303376,4,859.565,,0.850,60,38,47,,
T,2022-03-22 12:50:48,12.84033989,77.66304826,4,859.872,,1.430,60,38,47,,
T,2022-03-22 12:50:49,12.84033935,77.66306261,4,859.372,,0.910,60,38,47,,
T,2022-03-22 12:50:50,12.84033941,77.66307482,4,859.152,,1.070,60,38,47,,
T,2022-03-22 12:50:51,12.84034114,77.66308932,4,860.297,,1.390,83,37,47,,
T,2022-03-22 12:50:52,12.84034399,77.66310113,4,860.009,,0.680,82,35,47,,
T,2022-03-22 12:50:53,12.84034668,77.66311016,4,859.880,,0.910,82,33,47,,
T,2022-03-22 12:50:54,12.84035028,77.66311983,4,860.207,,0.970,82,31,47,,
T,2022-03-22 12:50:55,12.84035436,77.66312935,4,860.225,,0.900,82,33,47,,
T,2022-03-22 12:50:56,12.84035933,77.66313904,4,859.463,,0.980,82,31,47,,
T,2022-03-22 12:50:57,12.84036386,77.66314998,4,859.664,,1.100,82,31,47,,
T,2022-03-22 12:50:58,12.84036790,77.66316175,4,859.414,,0.980,82,32,47,,
T,2022-03-22 12:50:59,12.84037232,77.66317310,4,858.863,,1.080,82,31,47,,
T,2022-03-22 12:51:00,12.84037699,77.66318421,4,857.852,,1.030,81,31,47,,
T,2022-03-22 12:51:01,12.84038045,77.66319423,4,857.327,,0.870,85,32,47,,
T,2022-03-22 12:51:02,12.84038419,77.66320866,4,858.803,,1.840,76,32,47,,
T,2022-03-22 12:51:03,12.84038929,77.66322465,4,858.821,,1.450,83,31,47,,
T,2022-03-22 12:51:04,12.84039360,77.66323828,4,858.967,,1.280,83,30,47,,
T,2022-03-22 12:51:05,12.84039742,77.66324993,4,858.837,,1.010,70,30,47,,
T,2022-03-22 12:51:06,12.84040092,77.66326312,4,859.727,,1.430,72,30,47,,
T,2022-03-22 12:51:07,12.84040476,77.66327746,4,860.012,,1.310,70,30,47,,
T,2022-03-22 12:51:08,12.84041019,77.66329121,4,859.992,,1.500,61,30,47,,
T,2022-03-22 12:51:09,12.84041534,77.66330399,4,859.855,,1.130,68,30,47,,
T,2022-03-22 12:51:10,12.84041894,77.66331593,4,859.822,,1.230,61,30,47,,
T,2022-03-22 12:51:11,12.84042180,77.66332943,4,860.174,,1.370,61,32,47,,
T,2022-03-22 12:51:12,12.84042325,77.66334358,4,860.260,,1.040,61,33,47,,
T,2022-03-22 12:51:13,12.84042617,77.66336203,4,860.647,,2.360,79,33,47,,
T,2022-03-22 12:51:14,12.84043299,77.66338571,4,861.790,,2.240,74,33,47,,
T,2022-03-22 12:51:15,12.84044318,77.66340505,4,860.683,,2.190,65,34,47,,
T,2022-03-22 12:51:16,12.84045139,77.66341677,4,859.162,,1.080,81,34,47,,
T,2022-03-22 12:51:17,12.84045634,77.66342679,4,859.195,,1.390,68,34,47,,
T,2022-03-22 12:51:18,12.84046253,77.66343989,4,860.532,,1.290,74,34,47,,
T,2022-03-22 12:51:19,12.84046864,77.66345449,4,860.683,,1.630,69,36,47,,
T,2022-03-22 12:51:20,12.84047483,77.66346632,4,860.746,,1.050,81,36,47,,
T,2022-03-22 12:51:21,12.84047860,77.66347341,4,859.682,,0.640,81,36,47,,
T,2022-03-22 12:51:22,12.84048225,77.66348131,4,860.243,,0.800,71,36,47,,
T,2022-03-22 12:51:23,12.84048479,77.66348868,4,859.409,,0.420,81,36,47,,
T,2022-03-22 12:51:24,12.84048677,77.66349441,4,859.098,,0.490,81,36,47,,
T,2022-03-22 12:51:25,12.84048905,77.66350201,4,860.254,,0.680,81,35,47,,
T,2022-03-22 12:51:26,12.84049275,77.66351062,4,860.267,,0.900,60,34,47,,
T,2022-03-22 12:51:27,12.84049866,77.66351798,4,860.112,,0.630,60,33,47,,
T,2022-03-22 12:51:28,12.84050493,77.66352488,4,860.535,,0.750,60,31,47,,
T,2022-03-22 12:51:29,12.84051111,77.66353225,4,860.755,,0.690,60,31,47,,
T,2022-03-22 12:51:30,12.84051594,77.66353939,4,861.120,,0.620,60,32,47,,
T,2022-03-22 12:51:31,12.84052087,77.66354770,4,862.240,,0.880,60,34,47,,
T,2022-03-22 12:51:32,12.84052833,77.66355874,4,862.558,,1.210,60,34,47,,
T,2022-03-22 12:51:33,12.84053721,77.66357117,4,863.375,,1.150,60,34,47,,
T,2022-03-22 12:51:34,12.84054717,77.66358484,4,864.277,,1.470,62,37,47,,
T,2022-03-22 12:51:35,12.84055588,77.66359712,4,864.884,,0.810,62,37,47,,
T,2022-03-22 12:51:36,12.84056260,77.66360805,4,865.275,,0.840,62,37,47,,
T,2022-03-22 12:51:37,12.84056864,77.66362026,4,865.468,,0.990,80,36,47,,
T,2022-03-22 12:51:38,12.84057559,77.66363340,4,865.538,,0.910,80,36,47,,
T,2022-03-22 12:51:39,12.84058332,77.66364498,4,865.455,,0.900,80,36,47,,
T,2022-03-22 12:51:40,12.84059085,77.66365515,4,863.565,,1.030,52,36,47,,
T,2022-03-22 12:51:41,12.84059768,77.66366403,4,862.965,,0.730,52,36,47,,
T,2022-03-22 12:51:42,12.84060357,77.66367320,4,862.268,,0.920,52,36,47,,
T,2022-03-22 12:51:43,12.84060950,77.66368335,4,864.176,,0.630,52,36,47,,
T,2022-03-22 12:51:44,12.84061579,77.66369463,4,864.409,,1.180,58,38,47,,
T,2022-03-22 12:51:45,12.84062276,77.66370647,4,864.026,,0.910,58,38,47,,
T,2022-03-22 12:51:46,12.84062928,77.66371552,4,863.531,,0.790,57,38,47,,
T,2022-03-22 12:51:47,12.84063620,77.66372231,4,862.740,,0.640,57,38,47,,
T,2022-03-22 12:51:48,12.84064343,77.66373291,4,863.501,,1.180,58,38,47,,
T,2022-03-22 12:51:49,12.84064908,77.66374063,4,863.366,,0.330,58,38,47,,
T,2022-03-22 12:51:50,12.84065365,77.66374664,4,862.966,,0.500,58,38,47,,
T,2022-03-22 12:51:51,12.84066034,77.66375386,4,862.671,,0.760,57,38,47,,
T,2022-03-22 12:51:52,12.84066797,77.66376153,4,863.068,,0.790,57,38,47,,
T,2022-03-22 12:51:53,12.84067364,77.66376719,4,863.171,,0.330,57,38,47,,
T,2022-03-22 12:51:54,12.84067979,77.66377174,4,863.344,,0.000,,38,47,,
T,2022-03-22 12:51:55,12.84068403,77.66377770,4,862.648,,0.730,57,36,47,,
T,2022-03-22 12:51:56,12.84068790,77.66378635,4,862.265,,0.720,57,36,47,,
T,2022-03-22 12:51:57,12.84068790,77.66379275,4,860.818,,0.000,,34,47,,
T,2022-03-22 12:51:58,12.84068823,77.66379512,4,860.577,,0.000,,34,47,,
T,2022-03-22 12:51:59,12.84069158,77.66380132,4,859.789,,0.760,57,34,47,,
T,2022-03-22 12:52:00,12.84069248,77.66380540,4,859.047,,0.000,,34,47,,
T,2022-03-22 12:52:01,12.84069214,77.66380711,4,858.849,,0.000,,35,47,,
T,2022-03-22 12:52:02,12.84069376,77.66381196,4,858.953,,0.530,57,34,47,,
T,2022-03-22 12:52:03,12.84069512,77.66381619,4,858.865,,0.000,,35,47,,
T,2022-03-22 12:52:04,12.84069591,77.66381752,4,858.660,,0.000,,34,47,,
T,2022-03-22 12:52:05,12.84069759,77.66381938,4,858.618,,0.000,,34,47,,
T,2022-03-22 12:52:06,12.84069975,77.66382073,4,858.845,,0.000,,34,47,,
T,2022-03-22 12:52:07,12.84070489,77.66382593,4,858.789,,0.000,,34,47,,
T,2022-03-22 12:52:08,12.84070973,77.66383131,4,859.110,,0.000,,36,47,,
T,2022-03-22 12:52:09,12.84071508,77.66383686,4,859.092,,0.000,,36,47,,
T,2022-03-22 12:52:10,12.84071995,77.66384146,4,858.738,,0.000,,37,47,,
T,2022-03-22 12:52:11,12.84072724,77.66384715,4,858.449,,0.670,45,37,47,,
T,2022-03-22 12:52:12,12.84073807,77.66385911,4,858.146,,1.570,52,37,47,,
T,2022-03-22 12:52:13,12.84074752,77.66386931,4,856.691,,0.730,51,37,47,,
T,2022-03-22 12:52:14,12.84075696,77.66387627,4,855.182,,0.930,49,36,47,,
T,2022-03-22 12:52:15,12.84076735,77.66388398,4,854.600,,0.910,49,35,47,,
T,2022-03-22 12:52:16,12.84077696,77.66389161,4,854.183,,0.690,49,36,47,,
T,2022-03-22 12:52:17,12.84078582,77.66389991,4,853.768,,0.850,57,36,47,,
T,2022-03-22 12:52:18,12.84079248,77.66390753,4,853.390,,0.420,56,34,47,,
T,2022-03-22 12:52:19,12.84079925,77.66391642,4,852.803,,0.980,57,34,47,,
T,2022-03-22 12:52:20,12.84080572,77.66392923,4,852.504,,1.130,81,35,47,,
T,2022-03-22 12:52:21,12.84081247,77.66394189,4,852.037,,1.070,65,35,47,,
T,2022-03-22 12:52:22,12.84082081,77.66395408,4,851.619,,1.060,80,34,47,,
T,2022-03-22 12:52:23,12.84083031,77.66396532,4,851.782,,1.010,80,36,47,,
T,2022-03-22 12:52:24,12.84083927,77.66397567,4,851.812,,0.960,80,36,47,,
T,2022-03-22 12:52:25,12.84084639,77.66398688,4,852.362,,1.050,73,36,47,,
T,2022-03-22 12:52:26,12.84085328,77.66399715,4,851.866,,0.860,73,36,47,,
T,2022-03-22 12:52:27,12.84086124,77.66400777,4,851.819,,1.410,60,36,47,,
T,2022-03-22 12:52:28,12.84086903,77.66401675,4,851.346,,0.850,73,36,47,,
T,2022-03-22 12:52:29,12.84087546,77.66402302,4,851.734,,0.870,73,35,47,,
T,2022-03-22 12:52:30,12.84088225,77.66403096,4,851.554,,1.240,57,34,47,,
T,2022-03-22 12:52:31,12.84088889,77.66403949,4,851.423,,0.980,58,34,47,,
T,2022-03-22 12:52:32,12.84089444,77.66404539,4,851.827,,0.580,57,35,47,,
T,2022-03-22 12:52:33,12.84089892,77.66405202,4,851.684,,0.910,57,34,47,,
T,2022-03-22 12:52:34,12.84090261,77.66405667,4,851.294,,0.310,57,34,47,,
T,2022-03-22 12:52:35,12.84090565,77.66406282,4,851.240,,0.960,74,33,46,,
T,2022-03-22 12:52:36,12.84091013,77.66407161,4,851.125,,0.970,74,34,47,,
T,2022-03-22 12:52:37,12.84091470,77.66407953,4,850.572,,0.910,74,34,47,,
T,2022-03-22 12:52:38,12.84091957,77.66408941,4,850.251,,1.100,74,34,47,,
T,2022-03-22 12:52:39,12.84092438,77.66409834,4,849.725,,0.730,74,33,46,,
T,2022-03-22 12:52:40,12.84092862,77.66410653,4,850.167,,0.740,73,34,47,,
T,2022-03-22 12:52:41,12.84093571,77.66411589,4,850.889,,1.200,58,33,46,,
T,2022-03-22 12:52:42,12.84094311,77.66412516,4,850.809,,0.920,58,33,46,,
T,2022-03-22 12:52:43,12.84094952,77.66413219,4,851.342,,0.680,57,34,46,,
T,2022-03-22 12:52:44,12.84095702,77.66414020,4,851.461,,1.220,53,35,47,,
T,2022-03-22 12:52:45,12.84096593,77.66414889,4,851.478,,1.150,47,35,47,,
T,2022-03-22 12:52:46,12.84097417,77.66415813,4,851.150,,1.080,53,34,46,,
T,2022-03-22 12:52:47,12.84098130,77.66416630,4,850.382,,0.930,53,34,46,,
T,2022-03-22 12:52:48,12.84098854,77.66417431,4,850.011,,1.020,53,33,46,,
T,2022-03-22 12:52:49,12.84099610,77.66418154,4,849.877,,0.920,43,32,46,,
T,2022-03-22 12:52:50,12.84100291,77.66418752,4,849.881,,0.780,43,32,46,,
T,2022-03-22 12:52:51,12.84100988,77.66419469,4,849.039,,1.040,43,32,46,,
T,2022-03-22 12:52:52,12.84101672,77.66420234,4,849.244,,0.860,43,32,46,,
T,2022-03-22 12:52:53,12.84102289,77.66421085,4,848.936,,0.960,43,32,46,,
T,2022-03-22 12:52:54,12.84102920,77.66421980,4,848.519,,0.920,64,32,46,,
T,2022-03-22 12:52:55,12.84103750,77.66423004,4,848.392,,1.280,63,31,46,,
T,2022-03-22 12:52:56,12.84104660,77.66423813,4,847.875,,0.990,27,31,46,,
T,2022-03-22 12:52:57,12.84105506,77.66424265,4,847.177,,0.790,27,31,46,,
T,2022-03-22 12:52:58,12.84106040,77.66424485,4,846.748,,0.370,27,31,46,,
T,2022-03-22 12:52:59,12.84106595,77.66424802,4,846.997,,0.600,27,31,46,,
T,2022-03-22 12:53:00,12.84107505,77.66425663,4,847.895,,1.280,28,33,46,,
T,2022-03-22 12:53:01,12.84108283,77.66426633,4,847.944,,0.930,28,33,46,,
T,2022-03-22 12:53:02,12.84109103,77.66427484,4,848.485,,0.910,28,34,46,,
T,2022-03-22 12:53:03,12.84109961,77.66428234,4,848.680,,0.670,28,35,46,,
T,2022-03-22 12:53:04,12.84110670,77.66428847,4,849.017,,0.390,28,35,46,,
T,2022-03-22 12:53:05,12.84111361,77.66429433,4,849.376,,0.580,28,35,46,,
T,2022-03-22 12:53:06,12.84111932,77.66430200,4,849.049,,0.480,28,34,46,,
T,2022-03-22 12:53:07,12.84112397,77.66431099,4,849.644,,0.750,28,34,46,,
T,2022-03-22 12:53:08,12.84112865,77.66431835,4,849.619,,0.480,28,33,46,,
T,2022-03-22 12:53:09,12.84113276,77.66432528,4,849.081,,0.650,28,32,46,,
T,2022-03-22 12:53:10,12.84113705,77.66433394,4,849.172,,0.890,28,32,46,,
T,2022-03-22 12:53:11,12.84114108,77.66434169,4,848.964,,0.750,49,32,46,,
T,2022-03-22 12:53:12,12.84114788,77.66435023,4,849.110,,1.280,49,32,46,,
T,2022-03-22 12:53:13,12.84115846,77.66435837,4,849.705,,1.140,49,32,46,,
T,2022-03-22 12:53:14,12.84116812,77.66436402,4,849.464,,0.910,49,31,46,,
T,2022-03-22 12:53:15,12.84117704,77.66436867,4,849.695,,0.970,49,28,46,,
T,2022-03-22 12:53:16,12.84118503,77.66437307,4,850.116,,0.820,49,28,46,,
T,2022-03-22 12:53:17,12.84119263,77.66437754,4,850.511,,0.850,49,29,46,,
T,2022-03-22 12:53:18,12.84119929,77.66437974,4,851.376,,0.470,50,29,46,,
T,2022-03-22 12:53:19,12.84120369,77.66438037,4,851.341,,0.330,49,29,46,,
T,2022-03-22 12:53:20,12.84120879,77.66438304,4,851.486,,0.540,50,29,46,,
T,2022-03-22 12:53:21,12.84121425,77.66438565,4,851.895,,0.370,50,29,46,,
T,2022-03-22 12:53:22,12.84122030,77.66438898,4,851.734,,0.660,50,29,46,,
T,2022-03-22 12:53:23,12.84122707,77.66439560,4,849.978,,0.740,50,29,46,,
T,2022-03-22 12:53:24,12.84123470,77.66440334,4,849.768,,0.950,47,29,46,,
T,2022-03-22 12:53:25,12.84124276,77.66441320,4,849.043,,1.110,47,28,46,,
T,2022-03-22 12:53:26,12.84125081,77.66442376,4,849.596,,1.100,47,28,46,,
T,2022-03-22 12:53:27,12.84125682,77.66443251,4,849.745,,0.750,47,30,46,,
T,2022-03-22 12:53:28,12.84126281,77.66443943,4,849.799,,0.640,48,30,46,,
T,2022-03-22 12:53:29,12.84126861,77.66444440,4,849.423,,0.350,48,29,46,,
T,2022-03-22 12:53:30,12.84127466,77.66444729,4,849.190,,0.450,47,29,46,,
T,2022-03-22 12:53:31,12.84128360,77.66445015,4,849.227,,0.800,48,29,46,,
T,2022-03-22 12:53:32,12.84129474,77.66445597,4,848.797,,0.860,48,29,46,,
T,2022-03-22 12:53:33,12.84130354,77.66446094,4,848.787,,0.440,48,28,46,,
T,2022-03-22 12:53:34,12.84131371,77.66446769,4,848.753,,0.810,48,28,46,,
T,2022-03-22 12:53:35,12.84132446,77.66447379,4,848.777,,0.740,48,31,46,,
T,2022-03-22 12:53:36,12.84133450,77.66447959,4,849.031,,0.610,48,31,46,,
T,2022-03-22 12:53:37,12.84134380,77.66448556,4,848.972,,0.750,48,31,46,,
T,2022-03-22 12:53:38,12.84135372,77.66449257,4,848.410,,0.890,37,31,46,,
T,2022-03-22 12:53:39,12.84136303,77.66449938,4,848.875,,0.710,37,31,46,,
T,2022-03-22 12:53:40,12.84137044,77.66450541,4,848.151,,0.530,37,32,46,,
T,2022-03-22 12:53:41,12.84137769,77.66451088,4,847.445,,0.520,37,31,46,,
T,2022-03-22 12:53:42,12.84138578,77.66451706,4,846.968,,0.680,45,31,46,,
T,2022-03-22 12:53:43,12.84139494,77.66452460,4,846.762,,0.920,45,31,46,,
T,2022-03-22 12:53:44,12.84140238,77.66453092,4,846.858,,0.460,45,31,46,,
T,2022-03-22 12:53:45,12.84140854,77.66453676,4,846.686,,0.570,45,31,46,,
T,2022-03-22 12:53:46,12.84141758,77.66454550,4,846.458,,1.280,45,30,46,,
T,2022-03-22 12:53:47,12.84142776,77.66455525,4,846.051,,1.050,45,30,46,,
T,2022-03-22 12:53:48,12.84143513,77.66456364,4,845.860,,0.840,45,31,46,,
T,2022-03-22 12:53:49,12.84144336,77.66457288,4,846.151,,1.270,49,31,46,,
T,2022-03-22 12:53:50,12.84144911,77.66457973,4,845.643,,0.430,46,31,47,,
T,2022-03-22 12:53:51,12.84145532,77.66458516,4,845.572,,0.920,46,31,47,,
T,2022-03-22 12:53:52,12.84146437,77.66459078,4,845.444,,0.940,46,31,47,,
T,2022-03-22 12:53:53,12.84147404,77.66459554,4,845.172,,0.820,41,31,47,,
T,2022-03-22 12:53:54,12.84148306,77.66459971,4,845.087,,0.900,41,30,45,,
T,2022-03-22 12:53:55,12.84149176,77.66460456,4,844.848,,0.920,41,30,45,,
T,2022-03-22 12:53:56,12.84150139,77.66461096,4,844.846,,1.150,44,31,46,,
T,2022-03-22 12:53:57,12.84151081,77.66461667,4,845.042,,0.900,44,30,45,,
T,2022-03-22 12:53:58,12.84152136,77.66462183,4,844.915,,1.300,44,31,45,,
T,2022-03-22 12:53:59,12.84153391,77.66462798,4,845.640,,1.440,34,31,46,,
T,2022-03-22 12:54:00,12.84154445,77.66463451,4,845.623,,1.100,35,31,46,,
T,2022-03-22 12:54:01,12.84155297,77.66463988,4,845.336,,0.840,34,31,46,,
T,2022-03-22 12:54:02,12.84156239,77.66464668,4,845.050,,1.300,43,31,46,,
T,2022-03-22 12:54:03,12.84157276,77.66465444,4,845.326,,1.110,43,32,46,,
T,2022-03-22 12:54:04,12.84158155,77.66466172,4,845.426,,0.940,43,30,46,,
T,2022-03-22 12:54:05,12.84159368,77.66467053,4,846.184,,1.680,43,29,46,,
T,2022-03-22 12:54:06,12.84160544,77.66467927,4,846.305,,0.860,37,29,46,,
T,2022-03-22 12:54:07,12.84161656,77.66468663,4,846.778,,1.240,37,30,46,,
T,2022-03-22 12:54:08,12.84162812,77.66469371,4,846.748,,0.940,37,30,46,,
T,2022-03-22 12:54:09,12.84163829,77.66469923,4,846.908,,0.840,38,30,46,,
T,2022-03-22 12:54:10,12.84164800,77.66470340,4,846.727,,0.780,38,30,47,,
