type,date time,latitude,longitude,accuracy(m),altitude(m),geoid_height(m),speed(m/s),bearing(deg),sat_used,sat_inview,name,desc
T,2022-03-28 15:33:33,12.84534659,77.66358386,4,846.128,,0.910,93,35,43,,
T,2022-03-28 15:33:34,12.84534498,77.66359506,4,845.722,,1.160,98,35,43,,
T,2022-03-28 15:33:35,12.84534390,77.66360653,4,845.891,,1.010,94,35,43,,
T,2022-03-28 15:33:36,12.84534330,77.66361558,4,846.004,,0.690,100,35,43,,
T,2022-03-28 15:33:37,12.84534328,77.66362436,4,846.285,,0.850,100,35,43,,
T,2022-03-28 15:33:38,12.84534418,77.66363465,4,846.447,,0.900,100,35,43,,
T,2022-03-28 15:33:39,12.84534409,77.66364445,4,846.386,,0.860,100,35,43,,
T,2022-03-28 15:33:40,12.84534380,77.66365405,4,846.248,,0.920,101,35,43,,
T,2022-03-28 15:33:41,12.84534246,77.66366445,4,846.294,,0.930,101,35,43,,
T,2022-03-28 15:33:42,12.84534085,77.66367492,4,846.160,,0.930,101,35,43,,
T,2022-03-28 15:33:43,12.84533836,77.66368467,4,846.163,,0.890,114,35,43,,
T,2022-03-28 15:33:44,12.84533611,77.66369418,4,846.117,,0.900,114,35,43,,
T,2022-03-28 15:33:45,12.84533420,77.66370463,4,846.233,,1.050,101,35,43,,
T,2022-03-28 15:33:46,12.84533180,77.66371449,4,846.464,,0.880,112,35,43,,
T,2022-03-28 15:33:47,12.84532971,77.66372236,4,846.928,,0.670,112,35,43,,
T,2022-03-28 15:33:48,12.84532570,77.66373177,4,846.922,,1.230,114,35,43,,
T,2022-03-28 15:33:49,12.84532114,77.66374008,4,846.959,,0.620,112,35,43,,
T,2022-03-28 15:33:50,12.84531606,77.66374738,4,847.047,,0.930,125,35,43,,
T,2022-03-28 15:33:51,12.84530978,77.66375481,4,846.870,,0.820,125,35,43,,
T,2022-03-28 15:33:52,12.84530190,77.66376257,4,847.159,,1.100,125,35,43,,
T,2022-03-28 15:33:53,12.84529281,77.66377077,4,847.340,,1.050,137,35,43,,
T,2022-03-28 15:33:54,12.84528326,77.66377739,4,846.981,,0.970,138,34,43,,
T,2022-03-28 15:33:55,12.84527431,77.66378318,4,846.969,,0.930,138,34,43,,
T,2022-03-28 15:33:56,12.84526476,77.66378885,4,846.991,,1.060,152,34,43,,
T,2022-03-28 15:33:57,12.84525461,77.66379255,4,846.796,,0.970,165,34,43,,
T,2022-03-28 15:33:58,12.84524477,77.66379480,4,846.745,,0.970,165,33,43,,
T,2022-03-28 15:33:59,12.84523468,77.66379607,4,846.836,,0.980,166,33,43,,
T,2022-03-28 15:34:00,12.84522401,77.66379541,4,846.730,,1.040,179,32,43,,
T,2022-03-28 15:34:01,12.84521364,77.66379382,4,846.981,,0.950,186,32,43,,
T,2022-03-28 15:34:02,12.84520383,77.66379199,4,846.887,,0.890,186,32,43,,
T,2022-03-28 15:34:03,12.84519417,77.66379088,4,846.702,,0.940,186,32,43,,
T,2022-03-28 15:34:04,12.84518322,77.66379109,4,846.881,,1.140,171,32,43,,
T,2022-03-28 15:34:05,12.84517233,77.66379298,4,847.241,,1.040,172,32,43,,
T,2022-03-28 15:34:06,12.84516101,77.66379547,4,847.378,,1.220,169,32,43,,
T,2022-03-28 15:34:07,12.84514971,77.66379786,4,847.700,,1.090,173,32,43,,
T,2022-03-28 15:34:08,12.84513853,77.66380028,4,847.614,,1.150,174,32,43,,
T,2022-03-28 15:34:09,12.84512743,77.66380248,4,847.721,,1.020,178,32,43,,
T,2022-03-28 15:34:10,12.84511690,77.66380346,4,847.388,,1.030,180,32,43,,
T,2022-03-28 15:34:11,12.84510579,77.66380439,4,847.521,,1.180,183,32,43,,
T,2022-03-28 15:34:12,12.84509507,77.66380476,4,847.484,,0.970,184,32,43,,
T,2022-03-28 15:34:13,12.84508548,77.66380463,4,847.449,,0.990,187,31,43,,
T,2022-03-28 15:34:15,12.84506532,77.66380354,4,847.704,,1.150,187,31,43,,
T,2022-03-28 15:34:16,12.84505531,77.66380323,4,847.685,,0.990,184,32,43,,
T,2022-03-28 15:34:17,12.84504498,77.66380315,4,847.641,,1.160,182,33,43,,
T,2022-03-28 15:34:18,12.84503469,77.66380297,4,847.669,,1.050,183,33,43,,
T,2022-03-28 15:34:19,12.84502473,77.66380238,4,847.719,,1.010,181,33,43,,
T,2022-03-28 15:34:20,12.84501505,77.66380246,4,847.733,,0.960,182,34,43,,
T,2022-03-28 15:34:21,12.84500575,77.66380281,4,847.563,,0.950,181,34,43,,
T,2022-03-28 15:34:22,12.84499707,77.66380438,4,847.489,,0.890,181,34,43,,
T,2022-03-28 15:34:23,12.84498838,77.66380637,4,847.447,,0.970,181,34,43,,
